rank,word_fr,word_en,tag,phrase_fr,phrase_en
1601,résumer,"to summarize, sum up",v, les résultats obtenus sont résumés dans le tableau , the results are summarized in the table 
1602,prévision,"forecast, prediction, expectation",nf, l'économie mondiale a surpassé toutes les prévisions , the global economy surpassed all predictions
1603,quatrième,fourth,"det,nm,nf", c'est mon quatrième séjour en France , it's my fourth stay in France 
1604,fenêtre,window,nf, j'ai sauté par la fenêtre , I jumped out the window 
1605,incapable,"incapable, incompetent",nadj(f), il est incapable de rentrer dans des détails concrets , he's incapable of delving into concrete details
1606,hésiter,to hesitate,v, n'hésitez pas à les appeler , don't hesitate to call them 
1607,menace,threat,nf, la menace terroriste est bien réelle , the terrorist threat is very real 
1608,universel,universal,nadj, nous voulons un régime de santé universel , we want a universal health care system 
1609,jeunesse,youth,nf, c'est la jeunesse que j'aime en eux , it's their youthfulness that I like 
1610,voler,"to steal, rob",v, c'est pas bien de voler , it's not good to steal 
1611,résister,to resist,v, j'ai résisté à la mort de ma fille , I wasn't able to accept the death of my daughter 
1612,profondément,"profoundly, deeply",adv, j'en suis profondément heureux , Iam deeply pleased about it 
1613,séparation,separation,nf, la séparation tend à devenir une invasion , separation tends to turn into invasion 
1614,inutile,useless,nadj(f), notre travail vous semble inutile , our work seems useless to you 
1615,refus,refusal,nm(pl), plusieurs raisons peuvent motiver un refus de visa , a visa may be refused for several reasons 
1616,poisson,fish,nm, nous pouvons bien survivre sans manger du poisson , we can survive very well without eating fish
1617,révolution,revolution,nf, la révolution allemande était sans avenir , the German revolution had no future 
1618,prisonnier,"prisoner, captive",nadj, je viens demander la libération d'une prisonnière , I have come to ask for the release of one female prisoner
1619,avouer,to admit,v, j'avoue que j'étais encore plutôt naïf , I admit I was still somewhat naïve 
1620,saluer,"to greet, salute",v, tu ne dois pas saluer les gens que tu ne connais pas , you shouldn't greet people you don't know
1621,fer,iron,nm, la grille de fer était ouverte , the iron gate was open 
1622,familial,family,adj, la violence familiale n'est que trop fréquente , family violence is only too frequent 
1623,cinéma,cinema,nm, il était allé au cinéma voir un film extraordinaire , he went to the movies and saw an extraordinary film
1624,calcul,calculation,nm, une erreur de calcul figurait dans votre facture , there was a miscalculation in your bill 
1625,armé,armed,adj, ils ont croisé un homme armé , they came upon an armed man 
1626,enseignement,"education, teaching",nm, c'est dans l'enseignement que j'ai acquis mes cheveux blancs , teaching is what gave me gray hair
1627,étonnant,"surprising, amazing, incredible",nadj, il est étonnant de voir combien d'argent on peut obtenir , it's striking to see how much money one can obtain
1628,dizaine,approximately ten,nf, il y a des dizaines de milliers de jeunes dans ce pays , there are tens of thousands of youth in this country
1629,dessus,"above, on top","adv,nm(pl),prep", je mets mes pieds dessus , I'm putting my feet on top of it 
1630,achever,"to complete, finish, end",v, pensez-vous réellement que cette guerre s'achèvera , do you really think that this war will end?
1631,fonctionnaire,"state employee, public servant","nm,nf", les juges sont aussi des fonctionnaires , judges are also public servants 
1632,instruction,"instruction, direction",nf, je ne reçois aucune instruction de l'industrie nucléaire , I don't receive any instruction from the nuclear industry
1633,pratiquement,practically,adv, ils ont continué de grimper de manière pratiquement ininterrompue , they continued with their practically uninterrupted climbing
1634,oser,to dare,v, ose me dire que tu vas rester ici! , dare to tell me that you will stay here! 
1635,rassembler,to gather together,v, je rassemblai assez de forces pour me lever , I summoned enough energy to get up 
1636,réalisation,"realization, achievement",nf, un lancement d'opération demande la réalisation d'une action , launching an operation requires performing some action
1637,fiscal,fiscal,adj, le régime fiscal n'est pas juste , the tax system is not fair 
1638,démarche,"walk, process",nf, la démarche serait trop longue et trop coûteuse , the process would be too long and too costly 
1639,corriger,to correct,v, je voudrais corriger un petit détail technique , I would like to correct a small technical detail 
1640,volume,volume,nm, gardez le moral haut et le volume bas , keep your morale up and your volume down 
1641,réussite,success,nf, elle est aussi capable de magnifiques réussites , she's also capable of magnificent successes 
1642,désir,desire,nm, faites attention à vos désirs , watch out for your desires 
1643,pur,pure,nadj, l'oxygène pur annihile toute douleur , pure oxygen obliterates all pains 
1644,exportation,export,nf, les exportations ont légèrement baissé , exports dropped slightly 
1645,prier,to pray,v, je vais prier pour que Dieu vous bénisse , I'll pray for God to bless you 
1646,trente,thirty,"det,nmi", il a été trente ans chez nous , he lived at our place for thirty years 
1647,âme,soul,nf, je ne vendrai jamais mon âme au diable , I will never sell my soul to the devil 
1648,dominer,to dominate,v, la France a dominé l'Europe pendant trois siècles , France dominated Europe for three centuries
1649,autorisation,"authorization, permission, permit",nf, j'ai besoin d'une autorisation , I need an authorization 
1650,instrument,instrument,nm, je voulais connaître mieux l'instrument et apprendre des solos , I want to know the instrument better and learn some solos
1651,indépendance,independence,nf, l'île a acquis son indépendance en 1981 , the island gained its independance in 1981 
1652,tort,wrong,nm," vous aviez raison, j'avais tort "," you were right, I was wrong "
1653,hauteur,height,nf, ceux qui tombent de cette hauteur sont morts , whoever falls from this height dies 
1654,critiquer,to criticize,v," ils s'arrogent le droit de me critiquer, me juger "," they reserve the right to criticize me, to judge me"
1655,attaque,attack,nf, l'attaque rebelle survient après deux jours , the rebel attack took place after two days 
1656,assurance,"insurance, confidence",nf, tout mon argent sert à payer l'assurance médicale , all my money goes to pay medical insurance
1657,déficit,deficit,nm, le déficit du extérieur s'est fortement contracté , the foreign trade deficit dropped sharply 
1658,évoluer,to evolve,v, la situation évolue cependant dans le bon sens , but the situation did evolve in the right direction
1659,drogue,drug,nf, il parle ouvertement des effets des drogues , he talks openly about the effects of drugs 
1660,concret,concrete,nadj, que proposez-vous comme solutions concrètes? , what concrete solutions do you propose? 
1661,percevoir,to perceive,v," il était perçu comme agressif, arrogant et généralement hostile "," he was perceived as aggressive, arrogant, and generally hostile"
1662,rythme,"rhythm, rate",nm, le génie génétique progresse à un rythme incroyable , genetic engineering is progressing at an unbelievable pace
1663,approuver,to approve,v, chacun de vos projets a été approuvé , each of your trips has been approved 
1664,douze,twelve,"det,nmi", on a envoyé des petits de douze ans à la mine , little twelve-year-olds were sent to the mine 
1665,juridique,"legal, judicial",adj(f), le système juridique gêne le travail des policiers , the legal system hinders police work 
1666,espagnol,Spanish,nadj," vous n'êtes pas espagnole, vous ", you're not a Spaniard 
1667,saison,season,nf," l'automne, c'est la saison du football ", autumn is football season 
1668,épreuve,"test, ordeal, trial",nf, nous mettons peut-être votre patience à l'épreuve , perhaps we're putting your patience to the test
1669,hypothèse,hypothesis,nf, cette hypothèse était tellement invraisemblable , this hypothesis was so unlikely 
1670,relier,to connect,v, toutes les choses sont reliées. nous le savons , everything is connected. we know that 
1671,financement,financing,nm, le financement de cet achat est assuré , the financing of this purchase is assured 
1672,dos,back,nm(pl)," il est couché sur le dos, les bras en croix "," he's lying on his back, arms crossed "
1673,consommateur,"consumer, customer",nm, les consommateurs en ressentent directement les avantages , consumers feel the advantages directly
1674,soviétique,Soviet,nadj(f), une sonde spatiale soviétique se pose sur Vénus , a Soviet space probe is sitting on Venus 
1675,volontaire,volunteer; voluntary,nadj(f), je me porte volontaire pour sortir , I hereby volunteer to go outside 
1676,négocier,to negotiate,v, l'Israël veut dicter et non pas négocier ," Israel wants to dictate, not negotiate "
